timestamp,source_ip,username,event_type,destination_port,geo_location
2026-08-18 15:28:26,192.0.2.244,carol,login_success,5520,US
2026-08-18 15:28:27,192.0.2.86,bob,login_success,8080,CN
2026-08-18 15:28:28,192.0.2.170,frank,login_success,3389,IN
2026-08-18 15:28:51,192.0.2.213,alice,login_success,80,JP
2026-08-18 15:28:52,192.0.2.246,eve,login_success,3389,BR
2026-08-18 15:28:59,192.0.2.120,frank,login_failed,3389,CN
2026-08-18 15:29:05,192.0.2.102,eve,login_success,22,IN
2026-08-18 15:29:22,192.0.2.23,dave,login_success,8080,BR
2026-08-18 15:29:31,192.0.2.223,mallory,login_success,443,JP
2026-08-18 15:29:32,192.0.2.180,alice,login_success,3389,BR
2026-08-18 15:29:33,192.0.2.79,eve,login_success,8080,DE
2026-08-18 15:29:35,192.0.2.173,frank,login_failed,22,JP
2026-08-18 15:29:37,203.0.113.55,eve,port_scan,1073,RU
2026-08-18 15:29:41,203.0.113.55,dave,port_scan,1078,RU
2026-08-18 15:29:43,203.0.113.55,dave,port_scan,1050,RU
2026-08-18 15:29:47,192.0.2.63,eve,login_failed,443,US
2026-08-18 15:29:50,203.0.113.55,alice,port_scan,1082,RU
2026-08-18 15:29:55,192.0.2.2,bob,login_success,80,IN
2026-08-18 15:30:01,203.0.113.55,eve,port_scan,1024,RU
2026-08-18 15:30:15,203.0.113.55,bob,port_scan,1030,RU
2026-08-18 15:30:23,192.0.2.117,bob,login_success,8080,US
2026-08-18 15:30:30,192.0.2.140,frank,login_success,22,US
2026-08-18 15:30:40,192.0.2.91,eve,login_success,3389,US
2026-08-18 15:30:41,192.0.2.132,mallory,login_success,21413,BR
2026-08-18 15:30:42,203.0.113.55,dave,port_scan,1071,RU
2026-08-18 15:30:51,203.0.113.55,mallory,port_scan,1006,RU
2026-08-18 15:31:00,192.0.2.207,mallory,login_failed,3389,CN
2026-08-18 15:31:04,192.0.2.95,mallory,login_success,22,BR
2026-08-18 15:31:28,192.0.2.144,dave,login_failed,8080,DE
2026-08-18 15:31:30,192.0.2.167,dave,login_failed,80,DE
2026-08-18 15:31:38,192.0.2.62,eve,login_failed,6637,JP
2026-08-18 15:31:40,192.0.2.2,dave,login_success,80,BR
2026-08-18 15:31:50,192.0.2.211,eve,login_success,3688,US
2026-08-18 15:31:57,192.0.2.38,carol,login_success,80,IN
2026-08-18 15:32:38,192.0.2.92,frank,login_success,22,DE
2026-08-18 15:32:43,192.0.2.41,dave,login_success,80,IN
2026-08-18 15:32:47,192.0.2.56,mallory,login_success,56006,US
2026-08-18 15:33:00,192.0.2.159,frank,login_success,3389,CN
2026-08-18 15:33:08,192.0.2.235,alice,login_success,59356,US
2026-08-18 15:33:12,192.0.2.204,frank,login_success,3389,JP
2026-08-18 15:33:20,192.0.2.69,mallory,login_failed,8080,US
2026-08-18 15:33:43,192.0.2.213,eve,login_failed,8080,BR
2026-08-18 15:34:00,192.0.2.181,bob,login_success,443,CN
2026-08-18 15:34:05,192.0.2.95,eve,login_failed,1079,BR
2026-08-18 15:34:10,192.0.2.148,alice,login_failed,80,IN
2026-08-18 15:34:21,203.0.113.55,alice,login_failed,80,RU
2026-08-18 15:34:32,192.0.2.194,frank,login_success,22,IN
2026-08-18 15:34:35,192.0.2.67,frank,login_success,47198,BR
2026-08-18 15:34:36,192.0.2.96,carol,login_success,8080,US
2026-08-18 15:34:43,192.0.2.231,dave,login_failed,45042,US
2026-08-18 15:34:46,192.0.2.87,dave,login_success,22,BR
2026-08-18 15:34:51,203.0.113.55,eve,login_failed,3389,RU
2026-08-18 15:34:51,192.0.2.87,carol,login_success,443,IN
2026-08-18 15:34:55,192.0.2.210,mallory,login_success,8080,BR
2026-08-18 15:35:04,192.0.2.107,dave,login_success,3389,US
2026-08-18 15:35:19,192.0.2.165,carol,login_success,48042,CN
2026-08-18 15:35:21,203.0.113.55,mallory,login_failed,80,RU
2026-08-18 15:35:51,203.0.113.55,carol,login_failed,80,RU
2026-08-18 15:35:54,192.0.2.80,dave,login_failed,3389,BR
2026-08-18 15:36:03,192.0.2.169,mallory,login_success,443,US
2026-08-18 15:36:21,203.0.113.55,bob,login_failed,3389,RU
2026-08-18 15:36:24,192.0.2.12,mallory,login_failed,22,DE
2026-08-18 15:36:41,192.0.2.77,alice,login_failed,22,IN
2026-08-18 15:36:43,192.0.2.61,mallory,login_success,3389,BR
2026-08-18 15:36:46,192.0.2.227,bob,login_success,8080,JP
2026-08-18 15:36:51,203.0.113.55,bob,login_failed,22,RU
2026-08-18 15:36:53,192.0.2.152,mallory,login_failed,8080,DE
2026-08-18 15:37:01,192.0.2.90,carol,login_failed,22,US
2026-08-18 15:37:07,192.0.2.182,bob,login_success,3389,IN
2026-08-18 15:37:21,203.0.113.55,alice,login_failed,22,RU
2026-08-18 15:37:28,192.0.2.236,alice,login_success,8080,BR
2026-08-18 15:37:47,192.0.2.195,eve,login_failed,9438,JP
2026-08-18 15:37:51,203.0.113.55,dave,login_failed,22,RU
2026-08-18 15:37:54,192.0.2.248,mallory,login_success,8080,JP
2026-08-18 15:37:55,192.0.2.37,alice,login_success,30844,JP
2026-08-18 15:38:21,203.0.113.55,frank,login_failed,80,RU
2026-08-18 15:38:46,192.0.2.136,alice,login_failed,443,DE
2026-08-18 15:38:51,203.0.113.55,bob,login_failed,22,RU
2026-08-18 15:38:54,192.0.2.80,eve,login_failed,3389,US
2026-08-18 15:38:57,192.0.2.93,alice,login_success,80,CN
2026-08-18 15:38:57,192.0.2.21,bob,login_success,443,CN
2026-08-18 15:39:21,203.0.113.55,eve,login_failed,80,RU
2026-08-18 15:39:51,203.0.113.55,eve,login_failed,22,RU
2026-08-18 15:40:08,192.0.2.22,carol,login_success,47664,DE
2026-08-18 15:40:16,192.0.2.92,alice,login_success,443,JP
2026-08-18 15:40:21,203.0.113.55,alice,login_success,22,RU
2026-08-18 15:40:24,192.0.2.71,mallory,login_success,443,US
2026-08-18 15:40:36,192.0.2.141,carol,login_success,80,JP
2026-08-18 15:40:51,192.0.2.121,mallory,login_failed,8080,CN
2026-08-18 15:41:10,192.0.2.229,alice,login_failed,22,BR
2026-08-18 15:41:14,192.0.2.163,mallory,login_failed,3389,BR
2026-08-18 15:41:26,192.0.2.92,alice,login_success,8080,BR
2026-08-18 15:41:42,192.0.2.202,alice,login_failed,80,CN
2026-08-18 15:41:47,192.0.2.170,mallory,login_success,3389,DE
2026-08-18 15:41:57,192.0.2.64,mallory,login_success,443,US
2026-08-18 15:42:05,192.0.2.128,dave,login_success,3389,BR
2026-08-18 15:42:20,192.0.2.138,alice,login_failed,54505,JP
2026-08-18 15:42:29,192.0.2.61,carol,login_failed,12026,US
2026-08-18 15:42:32,192.0.2.190,frank,login_success,22,BR
2026-08-18 15:42:33,192.0.2.34,eve,login_success,3389,US
2026-08-18 15:42:49,192.0.2.129,frank,login_failed,22,JP
2026-08-18 15:42:49,192.0.2.98,eve,login_success,80,DE
2026-08-18 15:42:51,192.0.2.200,alice,login_failed,443,JP
2026-08-18 15:43:09,192.0.2.89,dave,login_success,3389,DE
2026-08-18 15:43:21,203.0.113.55,alice,privilege_escalation,22,RU
2026-08-18 15:43:43,192.0.2.37,frank,login_failed,443,JP
2026-08-18 15:43:43,192.0.2.54,bob,login_success,22,JP
2026-08-18 15:44:08,192.0.2.125,carol,login_success,443,CN
2026-08-18 15:44:40,192.0.2.226,eve,login_failed,80,CN
2026-08-18 15:44:44,192.0.2.122,mallory,login_success,3389,JP
2026-08-18 15:44:46,192.0.2.108,frank,login_success,443,IN
2026-08-18 15:45:04,192.0.2.122,eve,login_failed,3389,IN
2026-08-18 15:45:07,192.0.2.32,dave,login_success,8080,DE
2026-08-18 15:45:39,192.0.2.80,alice,login_success,80,BR
2026-08-18 15:45:39,192.0.2.138,mallory,login_success,22,BR
2026-08-18 15:45:39,192.0.2.149,frank,login_success,38895,CN
2026-08-18 15:46:03,192.0.2.130,frank,login_success,17260,JP
2026-08-18 15:46:13,192.0.2.207,eve,login_success,8080,US
2026-08-18 15:46:14,192.0.2.36,frank,login_failed,3389,CN
2026-08-18 15:46:26,192.0.2.146,eve,login_success,3389,US
2026-08-18 15:46:27,192.0.2.103,eve,login_success,80,DE
2026-08-18 15:46:37,192.0.2.24,dave,login_success,443,DE
2026-08-18 15:46:52,192.0.2.47,frank,login_success,3389,JP
2026-08-18 15:46:53,192.0.2.81,mallory,login_success,51495,JP
2026-08-18 15:47:19,192.0.2.72,dave,login_success,8080,BR
2026-08-18 15:47:31,192.0.2.100,eve,login_success,443,BR
2026-08-18 15:47:50,192.0.2.56,frank,login_failed,3389,JP
2026-08-18 15:48:07,192.0.2.112,mallory,login_success,8080,JP
2026-08-18 15:48:38,192.0.2.246,carol,login_success,22,US
2026-08-18 15:48:50,192.0.2.28,dave,login_failed,80,IN
2026-08-18 15:48:54,192.0.2.114,carol,login_success,80,IN
2026-08-18 15:49:21,192.0.2.112,alice,login_failed,22,JP
2026-08-18 15:49:21,192.0.2.73,alice,login_success,8080,DE
2026-08-18 15:49:23,192.0.2.204,frank,login_success,8080,BR
2026-08-18 15:49:33,192.0.2.5,dave,login_success,11627,JP
2026-08-18 15:49:52,192.0.2.59,frank,login_failed,8080,US
2026-08-18 15:50:32,192.0.2.103,carol,login_success,3389,US
2026-08-18 15:50:39,192.0.2.98,alice,login_success,8080,IN
2026-08-18 15:50:58,192.0.2.168,carol,login_success,25393,CN
2026-08-18 15:51:03,192.0.2.90,dave,login_success,3389,US
2026-08-18 15:51:06,192.0.2.53,mallory,login_success,80,CN
2026-08-18 15:51:18,192.0.2.134,frank,login_failed,3389,CN
2026-08-18 15:51:38,192.0.2.204,eve,login_success,32755,CN
2026-08-18 15:52:00,192.0.2.35,mallory,login_failed,22,IN
2026-08-18 15:52:05,192.0.2.48,bob,login_success,80,US
2026-08-18 15:52:10,192.0.2.136,carol,login_failed,443,BR
2026-08-18 15:52:11,192.0.2.130,bob,login_success,22,BR
2026-08-18 15:52:45,192.0.2.205,mallory,login_failed,12026,DE
2026-08-18 15:52:53,192.0.2.55,eve,login_failed,8080,BR
2026-08-18 15:52:56,192.0.2.169,dave,login_success,3389,CN
2026-08-18 15:53:07,192.0.2.117,carol,login_success,3389,JP
2026-08-18 15:53:21,192.0.2.109,bob,login_success,80,US
2026-08-18 15:53:38,192.0.2.249,mallory,login_success,20716,JP
2026-08-18 15:53:51,192.0.2.206,frank,login_success,443,DE
2026-08-18 15:53:52,192.0.2.20,eve,login_success,20781,JP
2026-08-18 15:54:04,192.0.2.170,mallory,login_success,80,DE
2026-08-18 15:54:13,192.0.2.40,frank,login_success,80,US
2026-08-18 15:54:23,192.0.2.232,carol,login_success,8080,US
2026-08-18 15:54:27,192.0.2.97,dave,login_success,22,CN
2026-08-18 15:54:44,192.0.2.186,eve,login_success,22,BR
2026-08-18 15:54:52,192.0.2.36,mallory,login_success,3389,IN
2026-08-18 15:55:08,192.0.2.170,eve,login_success,40714,DE
2026-08-18 15:55:09,192.0.2.202,carol,login_failed,443,JP
2026-08-18 15:55:09,192.0.2.129,mallory,login_failed,8080,JP
2026-08-18 15:55:19,192.0.2.232,carol,login_success,443,IN
2026-08-18 15:55:36,192.0.2.183,eve,login_failed,8080,DE
2026-08-18 15:55:51,192.0.2.73,carol,login_success,29756,US
2026-08-18 15:55:52,192.0.2.2,eve,login_failed,443,BR
2026-08-18 15:55:58,192.0.2.174,frank,login_failed,8080,JP
2026-08-18 15:56:01,192.0.2.183,mallory,login_success,443,US
2026-08-18 15:56:04,192.0.2.162,mallory,login_failed,3389,JP
2026-08-18 15:56:21,192.0.2.81,carol,login_failed,3389,DE
2026-08-18 15:56:33,192.0.2.100,frank,login_success,443,BR
2026-08-18 15:56:34,192.0.2.241,bob,login_success,22,CN
2026-08-18 15:56:41,192.0.2.23,frank,login_success,3389,US
2026-08-18 15:56:45,192.0.2.70,dave,login_success,443,CN
2026-08-18 15:56:46,192.0.2.53,eve,login_failed,3389,US
2026-08-18 15:56:52,192.0.2.181,alice,login_failed,3389,US
2026-08-18 15:57:01,192.0.2.190,alice,login_failed,80,US
2026-08-18 15:57:07,192.0.2.220,bob,login_success,3389,IN
2026-08-18 15:57:26,192.0.2.102,dave,login_success,22,US
2026-08-18 15:57:37,192.0.2.197,frank,login_success,3389,CN
2026-08-18 15:57:49,192.0.2.201,eve,login_success,22,BR
2026-08-18 15:58:04,192.0.2.112,eve,login_success,22,US
2026-08-18 15:58:18,192.0.2.162,frank,login_success,6585,JP
2026-08-18 15:58:25,192.0.2.35,carol,login_success,443,BR
2026-08-18 15:58:27,192.0.2.125,bob,login_success,38445,JP
2026-08-18 15:58:46,192.0.2.131,dave,login_success,31475,CN
2026-08-18 15:58:53,192.0.2.122,bob,login_failed,22,IN
2026-08-18 15:59:17,192.0.2.5,bob,login_success,8080,CN
2026-08-18 15:59:19,192.0.2.85,eve,login_failed,443,US
2026-08-18 15:59:26,192.0.2.45,frank,login_success,443,DE
2026-08-18 15:59:28,192.0.2.107,bob,login_success,8080,CN
2026-08-18 15:59:40,192.0.2.163,eve,login_failed,80,IN
2026-08-18 15:59:41,192.0.2.147,frank,login_failed,22,JP
2026-08-18 15:59:43,192.0.2.43,carol,login_success,3389,DE
2026-08-18 15:59:44,192.0.2.146,frank,login_success,37316,BR
2026-08-18 15:59:51,192.0.2.107,eve,login_success,59925,CN
2026-08-18 16:00:04,192.0.2.176,eve,login_success,22608,US
2026-08-18 16:00:14,192.0.2.134,bob,login_success,24698,IN
2026-08-18 16:00:32,192.0.2.215,dave,login_success,2101,BR
2026-08-18 16:00:55,192.0.2.76,dave,login_success,1236,CN
2026-08-18 16:00:55,192.0.2.155,bob,login_failed,80,CN
2026-08-18 16:01:07,192.0.2.209,alice,login_success,22,DE
2026-08-18 16:01:20,192.0.2.188,dave,login_failed,10161,BR
2026-08-18 16:01:23,192.0.2.126,bob,login_failed,22,IN
2026-08-18 16:01:32,192.0.2.204,bob,login_success,3389,JP
2026-08-18 16:01:48,192.0.2.47,mallory,login_success,59634,BR
2026-08-18 16:01:48,192.0.2.148,dave,login_failed,80,US
2026-08-18 16:01:50,192.0.2.87,frank,login_success,22,IN
2026-08-18 16:02:09,192.0.2.89,dave,login_success,45471,BR
2026-08-18 16:02:15,192.0.2.201,alice,login_success,80,IN
2026-08-18 16:02:29,192.0.2.219,frank,login_success,8080,CN
2026-08-18 16:02:33,192.0.2.200,mallory,login_success,22,BR
2026-08-18 16:02:33,192.0.2.175,eve,login_failed,51394,IN
2026-08-18 16:02:59,192.0.2.59,frank,login_success,22,DE
2026-08-18 16:03:14,192.0.2.107,dave,login_success,443,JP
2026-08-18 16:03:15,192.0.2.2,carol,login_failed,8080,US
2026-08-18 16:03:29,192.0.2.67,alice,login_success,80,CN
2026-08-18 16:03:39,192.0.2.210,bob,login_failed,443,IN
2026-08-18 16:03:45,192.0.2.198,alice,login_success,3389,JP
2026-08-18 16:03:48,192.0.2.222,mallory,login_failed,443,CN
2026-08-18 16:03:49,192.0.2.79,alice,login_success,80,JP
2026-08-18 16:04:04,192.0.2.47,mallory,login_success,22,BR
2026-08-18 16:04:06,192.0.2.199,mallory,login_success,54154,BR
2026-08-18 16:04:15,192.0.2.70,bob,login_success,22,BR
2026-08-18 16:04:22,192.0.2.62,carol,login_success,25488,DE
2026-08-18 16:04:33,192.0.2.7,dave,login_success,8752,DE
2026-08-18 16:04:43,192.0.2.58,frank,login_success,443,IN
2026-08-18 16:04:51,192.0.2.155,mallory,login_success,443,BR
2026-08-18 16:05:17,192.0.2.191,eve,login_failed,80,DE
2026-08-18 16:05:20,192.0.2.102,mallory,login_success,22,BR
2026-08-18 16:05:28,192.0.2.242,eve,login_success,22,BR
2026-08-18 16:05:31,192.0.2.23,mallory,login_success,25662,CN
2026-08-18 16:05:41,192.0.2.244,mallory,login_success,80,DE
2026-08-18 16:05:44,192.0.2.179,eve,login_success,22,US
2026-08-18 16:05:58,192.0.2.60,bob,login_success,80,US
2026-08-18 16:06:18,192.0.2.8,frank,login_success,16706,DE
2026-08-18 16:06:39,192.0.2.137,mallory,login_success,3389,US
2026-08-18 16:06:42,192.0.2.243,mallory,login_failed,7031,DE
2026-08-18 16:06:45,192.0.2.106,carol,login_failed,3389,CN
2026-08-18 16:06:54,192.0.2.11,dave,login_success,8080,JP
2026-08-18 16:07:13,192.0.2.171,bob,login_failed,42544,JP
2026-08-18 16:07:24,192.0.2.91,mallory,login_success,443,JP
2026-08-18 16:07:26,192.0.2.45,eve,login_failed,8080,JP
2026-08-18 16:07:28,192.0.2.24,alice,login_failed,443,US
2026-08-18 16:07:38,192.0.2.234,dave,login_success,51450,IN
2026-08-18 16:07:42,192.0.2.249,eve,login_success,443,JP
2026-08-18 16:07:49,192.0.2.168,frank,login_failed,80,JP
2026-08-18 16:07:51,192.0.2.238,mallory,login_success,22,JP
2026-08-18 16:08:06,192.0.2.130,carol,login_success,80,JP
2026-08-18 16:08:34,192.0.2.78,eve,login_success,6523,BR
2026-08-18 16:08:46,192.0.2.202,eve,login_success,8080,DE
2026-08-18 16:08:48,192.0.2.134,eve,login_success,8080,BR
2026-08-18 16:09:18,192.0.2.53,bob,login_success,3389,JP
2026-08-18 16:09:30,192.0.2.50,dave,login_success,25871,CN
2026-08-18 16:09:32,192.0.2.187,bob,login_failed,22,IN
2026-08-18 16:09:34,192.0.2.131,alice,login_success,22,IN
2026-08-18 16:09:35,192.0.2.67,eve,login_failed,8080,CN
2026-08-18 16:09:35,192.0.2.219,carol,login_failed,38832,US
2026-08-18 16:09:35,192.0.2.84,mallory,login_failed,3389,BR
2026-08-18 16:09:39,192.0.2.16,mallory,login_success,8080,CN
2026-08-18 16:10:00,192.0.2.215,carol,login_success,8080,US
2026-08-18 16:10:17,192.0.2.220,frank,login_success,443,DE
2026-08-18 16:10:30,192.0.2.45,bob,login_success,22,JP
2026-08-18 16:10:33,192.0.2.98,eve,login_failed,8080,CN
2026-08-18 16:10:44,192.0.2.180,frank,login_success,27715,BR
2026-08-18 16:11:02,192.0.2.42,eve,login_failed,443,JP
